Unnamed: 0,car_name,brand,model,vehicle_age,km_driven,seller_type,fuel_type,transmission_type,mileage,engine,max_power,seats,selling_price,price_per_km,age_category,mileage_category,is_luxury,is_high_performance,is_fuel_efficient
8444,Maruti Swift,Maruti,Swift,8,85000.0,Dealer,Diesel,Manual,22.9,1248.0,74.0,5,465000.0,5.4705238761896915,Mature,Good,0,0,1
8446,Honda WR-V,Honda,WR-V,4,34000.0,Dealer,Petrol,Manual,17.5,1199.0,88.7,5,785000.0,23.08755624834564,Recent,Average,0,0,0
8448,Mercedes-Benz E-Class,Mercedes-Benz,E-Class,11,78000.0,Dealer,Diesel,Automatic,14.21,2143.0,182.25,5,1100000.0,14.10238330277817,Mature,Low,1,1,0
8449,Renault KWID,Renault,KWID,5,35000.0,Individual,Petrol,Manual,25.17,799.0,53.3,5,310000.0,8.856889803148482,Recent,Excellent,0,0,1
8450,Maruti Swift Dzire,Maruti,Swift Dzire,5,35000.0,Individual,Diesel,Manual,26.59,1248.0,74.0,5,650000.0,18.57089797434359,Recent,Excellent,0,0,1
8451,Maruti Swift,Maruti,Swift,8,93000.0,Individual,Diesel,Manual,22.9,1248.0,74.0,5,451000.0,4.849410221395469,Mature,Good,0,0,1
8452,Maruti Ciaz,Maruti,Ciaz,2,36000.0,Individual,Petrol,Manual,21.56,1462.0,103.25,5,930000.0,25.832615760673313,New,Good,0,0,0
8455,Hyundai Creta,Hyundai,Creta,4,45900.0,Dealer,Diesel,Manual,19.67,1582.0,126.2,5,1250000.0,27.232522167273043,Recent,Average,0,1,0
8456,Maruti Swift Dzire,Maruti,Swift Dzire,3,70000.0,Individual,Diesel,Manual,28.4,1248.0,74.02,5,608000.0,8.685590205854202,New,Excellent,0,0,1
8458,Hyundai Grand,Hyundai,Grand,7,50000.0,Individual,Petrol,Manual,18.9,1197.0,82.0,5,350000.0,6.999860002799944,Recent,Average,0,0,0
8459,Hyundai i20,Hyundai,i20,6,90000.0,Individual,Diesel,Manual,22.54,1396.0,88.73,5,650000.0,7.222141976200264,Recent,Good,0,0,0
8460,Honda City,Honda,City,2,13620.0,Dealer,Petrol,Manual,17.14,1497.0,117.6,5,1350000.0,99.11166581014609,New,Average,0,1,0
8461,Maruti Baleno,Maruti,Baleno,3,26000.0,Individual,Petrol,Manual,21.4,1197.0,83.1,5,711000.0,27.34510211145725,New,Good,0,0,0
8463,Hyundai i20,Hyundai,i20,4,70000.0,Individual,Petrol,Manual,18.6,1197.0,81.83,5,550000.0,7.857030613848374,Recent,Average,0,0,0
8464,Maruti Wagon R,Maruti,Wagon R,13,86000.0,Dealer,Petrol,Manual,18.9,998.0,67.1,5,210000.0,2.4418320717200963,Old,Average,0,0,0
8465,Maruti Wagon R,Maruti,Wagon R,5,110000.0,Individual,Petrol,Manual,20.51,998.0,67.04,5,400000.0,3.63633057881292,Recent,Good,0,0,0
8466,Hyundai i20,Hyundai,i20,2,31800.0,Dealer,Diesel,Manual,22.54,1396.0,88.76,5,730000.0,22.955252979466053,New,Good,0,0,0
8467,Renault KWID,Renault,KWID,3,9000.0,Dealer,Petrol,Automatic,24.04,999.0,67.0,5,450000.0,49.99444506165982,New,Good,0,0,1
8468,Toyota Innova,Toyota,Innova,4,25000.0,Individual,Diesel,Manual,13.68,2159.5,147.8,8,1485000.0,59.3976240950362,Recent,Low,0,1,0
8469,Hyundai i10,Hyundai,i10,6,60000.0,Individual,Petrol,Manual,19.81,1086.0,68.05,5,250000.0,4.16659722337961,Recent,Average,0,0,0
8471,BMW 5,BMW,5,4,25000.0,Dealer,Diesel,Automatic,14.69,2159.5,182.25,5,1485000.0,59.3976240950362,Recent,Low,1,1,0
8472,Hyundai Grand,Hyundai,Grand,7,51000.0,Dealer,Petrol,Manual,18.9,1197.0,82.0,5,474000.0,9.293935413031116,Recent,Average,0,0,0
8473,Mahindra Bolero,Mahindra,Bolero,5,35000.0,Individual,Diesel,Manual,16.5,1493.0,70.0,7,650000.0,18.57089797434359,Recent,Average,0,0,0
8474,Hyundai Grand,Hyundai,Grand,7,90598.0,Dealer,Diesel,Manual,24.0,1120.0,70.0,5,365000.0,4.028742039095354,Recent,Good,0,0,1
8475,Hyundai i20,Hyundai,i20,2,10000.0,Individual,Diesel,Manual,22.54,1396.0,88.76,5,800000.0,79.99200079992,New,Good,0,0,0
8476,Mahindra Marazzo,Mahindra,Marazzo,2,30000.0,Individual,Diesel,Manual,17.3,1497.0,121.0,7,1460000.0,48.665044498516714,New,Average,0,1,0
8477,Ford Ecosport,Ford,Ecosport,7,64000.0,Dealer,Petrol,Manual,15.8,1499.0,110.0,5,490000.0,7.656130372962923,Recent,Average,0,0,0
8478,Hyundai Grand,Hyundai,Grand,4,16905.0,Individual,Petrol,Automatic,18.9,1197.0,82.0,5,540000.0,31.941322607358334,Recent,Average,0,0,0
8479,Honda Amaze,Honda,Amaze,2,30000.0,Individual,Petrol,Manual,19.5,1199.0,88.76,5,610000.0,20.332655578147396,New,Average,0,0,0
8480,Maruti Swift Dzire,Maruti,Swift Dzire,8,60000.0,Individual,Diesel,Manual,23.4,1248.0,74.0,5,490000.0,8.166530557824036,Mature,Good,0,0,1
8481,Maruti Celerio,Maruti,Celerio,5,35232.0,Dealer,Petrol,Automatic,23.1,998.0,67.04,5,445000.0,12.630204637697613,Recent,Good,0,0,1
8483,Maruti Swift Dzire,Maruti,Swift Dzire,3,120000.0,Individual,Petrol,Manual,19.95,1197.0,81.8,5,460000.0,3.8333013891550904,New,Average,0,0,0
8484,Ford Ecosport,Ford,Ecosport,3,5000.0,Individual,Petrol,Manual,17.0,1497.0,121.36,5,850000.0,169.96600679864028,New,Average,0,1,0
8485,Hyundai Grand,Hyundai,Grand,4,25000.0,Individual,Petrol,Manual,18.9,1197.0,81.86,5,580000.0,23.199072037118516,Recent,Average,0,0,0
8486,Renault Duster,Renault,Duster,4,50000.0,Individual,Diesel,Manual,19.87,1461.0,83.8,5,800000.0,15.999680006399872,Recent,Average,0,0,0
8489,Hyundai i20,Hyundai,i20,6,77597.0,Dealer,Petrol,Manual,20.35,1197.0,81.86,5,666000.0,8.582695430294596,Recent,Good,0,0,0
8490,Ford Ecosport,Ford,Ecosport,7,81000.0,Dealer,Diesel,Manual,22.7,1498.0,89.84,5,575000.0,7.098677794101308,Recent,Good,0,0,0
8491,Tata Harrier,Tata,Harrier,2,68000.0,Dealer,Diesel,Manual,17.0,1956.0,138.1,5,1485000.0,21.83791414832135,New,Average,0,1,0
8492,Maruti Swift Dzire,Maruti,Swift Dzire,9,120000.0,Individual,Diesel,Manual,23.4,1248.0,74.0,5,325000.0,2.708310764076966,Mature,Good,0,0,1
8493,Toyota Fortuner,Toyota,Fortuner,9,86000.0,Individual,Diesel,Manual,12.55,2159.5,168.5,7,1250000.0,14.534714712619621,Mature,Low,0,1,0
8494,Maruti Vitara,Maruti,Vitara,3,47588.0,Dealer,Diesel,Manual,24.3,1248.0,88.5,5,900000.0,18.911933429994328,New,Good,0,0,1
8495,BMW 3,BMW,3,7,89000.0,Dealer,Diesel,Automatic,18.88,1995.0,182.25,5,1485000.0,16.685205784204673,Recent,Average,1,1,0
8496,Renault KWID,Renault,KWID,5,63000.0,Dealer,Petrol,Manual,23.01,999.0,67.0,5,350000.0,5.555467373533753,Recent,Good,0,0,1
8498,BMW X1,BMW,X1,8,50000.0,Dealer,Diesel,Automatic,19.62,1998.0,182.25,5,1485000.0,29.699406011879763,Mature,Average,1,1,0
8499,Hyundai Creta,Hyundai,Creta,5,35000.0,Individual,Petrol,Manual,15.29,1591.0,121.3,5,850000.0,24.28502042798777,Recent,Average,0,1,0
8500,Mercedes-Benz CLS,Mercedes-Benz,CLS,5,10000.0,Dealer,Diesel,Automatic,19.4,2143.0,182.25,4,1485000.0,148.4851514848515,Recent,Average,1,1,0
8501,Maruti Wagon R,Maruti,Wagon R,21,83000.0,Individual,Petrol,Manual,18.9,998.0,67.1,5,85000.0,1.0240840471801544,Old,Average,0,0,0
8503,Ford Freestyle,Ford,Freestyle,3,35000.0,Individual,Petrol,Manual,19.0,1194.0,94.68,5,650000.0,18.57089797434359,New,Average,0,0,0
8504,Honda City,Honda,City,11,65000.0,Dealer,Petrol,Manual,17.0,1497.0,118.0,5,330000.0,5.076844971615821,Mature,Average,0,1,0
8507,Hyundai i20,Hyundai,i20,7,25000.0,Individual,Diesel,Manual,22.54,1396.0,88.73,5,500000.0,19.99920003199872,Recent,Good,0,0,0
8508,Datsun RediGO,Datsun,RediGO,2,4646.0,Dealer,Petrol,Manual,22.7,799.0,53.64,5,350000.0,75.31740908112761,New,Good,0,0,0
8509,Hyundai Grand,Hyundai,Grand,5,27550.0,Dealer,Petrol,Manual,18.9,1197.0,81.86,5,475000.0,17.24075351166927,Recent,Average,0,0,0
8510,Maruti Baleno,Maruti,Baleno,5,54552.0,Dealer,Petrol,Manual,21.4,1197.0,83.1,5,510000.0,9.348706762231224,Recent,Good,0,0,0
8511,Maruti Baleno,Maruti,Baleno,3,25000.0,Dealer,Petrol,Automatic,21.4,1197.0,83.1,5,720000.0,28.798848046078156,New,Good,0,0,0
8512,Mahindra XUV500,Mahindra,XUV500,7,110000.0,Dealer,Diesel,Manual,15.1,2159.5,140.0,7,895000.0,8.136289670093909,Recent,Average,0,1,0
8513,Honda City,Honda,City,7,57000.0,Dealer,Diesel,Manual,26.0,1498.0,98.6,5,675000.0,11.84189751056999,Recent,Excellent,0,0,1
8514,Hyundai i20,Hyundai,i20,6,72000.0,Dealer,Diesel,Manual,22.54,1396.0,88.73,5,650000.0,9.027652393716753,Recent,Good,0,0,0
8515,Ford Figo,Ford,Figo,10,83000.0,Dealer,Diesel,Manual,20.0,1399.0,68.05,5,185000.0,2.2288888085685716,Mature,Average,0,0,0
8516,Ford Aspire,Ford,Aspire,6,49743.0,Dealer,Petrol,Manual,18.16,1196.0,86.8,5,480000.0,9.64940495336121,Recent,Average,0,0,0
8518,Honda City,Honda,City,6,80540.0,Dealer,Diesel,Manual,26.0,1498.0,98.6,5,585000.0,7.263381383394793,Recent,Excellent,0,0,1
8519,Maruti Alto,Maruti,Alto,6,85000.0,Individual,Petrol,Manual,22.74,796.0,47.3,5,276000.0,3.247020623286785,Recent,Good,0,0,1
8521,Maruti Ciaz,Maruti,Ciaz,1,10000.0,Individual,Petrol,Manual,20.65,1462.0,103.25,5,950000.0,94.99050094990501,New,Good,0,0,0
8522,Ford Figo,Ford,Figo,11,130000.0,Individual,Diesel,Manual,20.0,1399.0,68.0,5,130000.0,0.9999923077514788,Mature,Average,0,0,0
8523,Maruti Swift Dzire,Maruti,Swift Dzire,9,28000.0,Dealer,Petrol,Manual,20.85,1197.0,83.14,5,495000.0,17.677940073568802,Mature,Good,0,0,0
8524,Maruti Wagon R,Maruti,Wagon R,8,57835.0,Dealer,Petrol,Manual,21.79,998.0,67.05,5,365000.0,6.310948198353967,Mature,Good,0,0,0
8526,Maruti Wagon R,Maruti,Wagon R,8,110000.0,Individual,Petrol,Manual,20.51,998.0,67.04,5,230000.0,2.090890082817429,Mature,Good,0,0,0
8527,Maruti Ignis,Maruti,Ignis,4,2300.0,Individual,Petrol,Manual,20.89,1197.0,81.8,5,530000.0,230.33463711429812,Recent,Good,0,0,0
8529,Hyundai i20,Hyundai,i20,6,72000.0,Dealer,Petrol,Manual,18.6,1197.0,81.83,5,525000.0,7.291565394925071,Recent,Average,0,0,0
8530,Mercedes-Benz E-Class,Mercedes-Benz,E-Class,5,36500.0,Dealer,Diesel,Automatic,13.0,2143.0,182.25,5,1485000.0,40.68381688172927,Recent,Low,1,1,0
8532,Maruti Ertiga,Maruti,Ertiga,3,67000.0,Dealer,Diesel,Manual,24.2,1498.0,93.87,7,890000.0,13.283383830092088,New,Good,0,0,1
8533,BMW X3,BMW,X3,4,49000.0,Dealer,Diesel,Automatic,16.55,2159.5,182.25,5,1485000.0,30.30550396930675,Recent,Average,1,1,0
8534,Tata Safari,Tata,Safari,4,76759.0,Dealer,Diesel,Manual,14.1,2159.5,147.94,7,835000.0,10.878061490359562,Recent,Low,0,1,0
8535,Hyundai Grand,Hyundai,Grand,5,50000.0,Individual,Petrol,Manual,18.9,1197.0,82.0,5,400000.0,7.999840003199936,Recent,Average,0,0,0
8536,Maruti Alto,Maruti,Alto,10,100000.0,Individual,Petrol,Manual,20.92,998.0,67.1,5,215000.0,2.149978500214998,Mature,Good,0,0,0
8537,Maruti Swift Dzire,Maruti,Swift Dzire,6,46000.0,Dealer,Petrol,Manual,22.0,1197.0,81.8,5,515000.0,11.195408795460969,Recent,Good,0,0,0
8538,Land Rover Rover,Land Rover,Rover,9,89000.0,Dealer,Diesel,Automatic,12.7,2159.5,182.25,5,1485000.0,16.685205784204673,Mature,Low,0,1,0
8539,Ford Ecosport,Ford,Ecosport,4,50852.0,Dealer,Diesel,Manual,23.0,1498.0,98.96,5,780000.0,15.338328122234676,Recent,Good,0,0,1
8540,Toyota Innova,Toyota,Innova,3,116084.0,Dealer,Diesel,Automatic,11.36,2159.5,171.5,7,1485000.0,12.792350432872464,New,Low,0,1,0
8541,Hyundai i10,Hyundai,i10,9,34000.0,Individual,Petrol,Manual,20.36,1197.0,78.9,5,375000.0,11.029087379782947,Mature,Good,0,0,0
8542,Mahindra Scorpio,Mahindra,Scorpio,4,11000.0,Dealer,Diesel,Manual,15.4,1997.0,120.0,7,1351000.0,122.80701754385964,Recent,Average,0,1,0
8543,Maruti Baleno,Maruti,Baleno,3,35000.0,Individual,Petrol,Manual,21.4,1197.0,83.1,5,680000.0,19.42801634239022,New,Good,0,0,0
8545,Hyundai i20,Hyundai,i20,5,50000.0,Individual,Petrol,Manual,18.6,1197.0,81.83,5,550000.0,10.999780004399913,Recent,Average,0,0,0
8547,Skoda Octavia,Skoda,Octavia,14,110000.0,Dealer,Diesel,Manual,18.7,1896.0,66.0,5,295000.0,2.6817938018745284,Old,Average,0,0,0
8548,Toyota Innova,Toyota,Innova,4,70000.0,Dealer,Diesel,Manual,13.68,2159.5,147.8,7,1485000.0,21.21398265739061,Recent,Low,0,1,0
8549,Hyundai Creta,Hyundai,Creta,4,75130.0,Dealer,Diesel,Manual,19.67,1582.0,126.2,5,1150000.0,15.306597809160001,Recent,Average,0,1,0
8550,Maruti Alto,Maruti,Alto,7,20068.0,Dealer,Petrol,Manual,23.95,998.0,67.05,5,286000.0,14.250834620559072,Recent,Good,0,0,1
8551,Mercedes-Benz CLS,Mercedes-Benz,CLS,7,33000.0,Dealer,Petrol,Automatic,9.26,2159.5,182.25,4,1485000.0,44.99863640495742,Recent,Low,1,1,0
8553,Honda Jazz,Honda,Jazz,5,34000.0,Dealer,Petrol,Automatic,17.1,1199.0,88.51,5,675000.0,19.852357283609305,Recent,Average,0,0,0
8554,Maruti Wagon R,Maruti,Wagon R,8,55983.0,Dealer,Petrol,Manual,18.9,998.0,67.1,5,325000.0,5.805230065733067,Mature,Average,0,0,0
8555,Maruti Alto,Maruti,Alto,2,90000.0,Individual,Petrol,Manual,24.7,796.0,47.3,5,300000.0,3.3332962967078146,New,Good,0,0,1
8556,Renault KWID,Renault,KWID,5,64000.0,Dealer,Petrol,Manual,25.17,799.0,53.3,5,350000.0,5.4686645521163735,Recent,Excellent,0,0,1
8558,Hyundai i20,Hyundai,i20,12,46025.0,Dealer,Petrol,Manual,17.0,1197.0,80.0,5,325000.0,7.06122626341633,Mature,Average,0,0,0
8559,Maruti Ertiga,Maruti,Ertiga,3,80000.0,Individual,Diesel,Manual,24.52,1248.0,88.5,7,930000.0,11.624854689316383,New,Good,0,0,1
8560,Maruti Alto,Maruti,Alto,6,50000.0,Dealer,Petrol,Manual,22.74,796.0,47.3,5,270000.0,5.399892002159957,Recent,Good,0,0,1
8561,Ford Ecosport,Ford,Ecosport,3,50000.0,Individual,Diesel,Manual,23.0,1498.0,98.96,5,800000.0,15.999680006399872,New,Good,0,0,1
8562,Maruti Alto,Maruti,Alto,6,40000.0,Individual,Petrol,Manual,23.95,998.0,67.05,5,280000.0,6.99982500437489,Recent,Good,0,0,1
8563,Maruti Swift Dzire,Maruti,Swift Dzire,5,82253.0,Dealer,Diesel,Manual,19.3,1248.0,73.9,5,680000.0,8.267075157439152,Recent,Average,0,0,0
8564,Toyota Fortuner,Toyota,Fortuner,4,15000.0,Individual,Diesel,Automatic,12.9,2159.5,174.5,7,1485000.0,98.99340043997067,Recent,Low,0,1,0
8565,Volkswagen Vento,Volkswagen,Vento,9,130000.0,Dealer,Diesel,Manual,20.54,1598.0,103.6,5,380000.0,2.9230544380427843,Mature,Good,0,0,0
8566,Hyundai Grand,Hyundai,Grand,4,40000.0,Dealer,Petrol,Manual,18.9,1197.0,82.0,5,525000.0,13.12467188320292,Recent,Average,0,0,0
8567,Maruti Alto,Maruti,Alto,10,120000.0,Individual,Petrol,Manual,20.92,998.0,67.1,5,270000.0,2.2499812501562486,Mature,Good,0,0,0
8568,Ford Ecosport,Ford,Ecosport,8,60000.0,Dealer,Petrol,Manual,18.88,999.0,123.37,5,610000.0,10.16649722504625,Mature,Average,0,1,0
8570,Mercedes-Benz E-Class,Mercedes-Benz,E-Class,11,82000.0,Dealer,Diesel,Automatic,11.5,2159.5,182.25,5,1485000.0,18.109535249570126,Mature,Low,1,1,0
8571,Tata Safari,Tata,Safari,8,83000.0,Dealer,Diesel,Manual,11.57,2159.5,138.1,7,485000.0,5.843303092733822,Mature,Low,0,1,0
8574,Maruti Swift Dzire,Maruti,Swift Dzire,7,90000.0,Individual,Diesel,Manual,23.4,1248.0,74.0,5,480000.0,5.333274074732503,Recent,Good,0,0,1
8575,Hyundai Verna,Hyundai,Verna,4,47000.0,Trustmark Dealer,Diesel,Manual,22.0,1582.0,126.2,5,985000.0,20.95700091487415,Recent,Good,0,1,0
8576,Maruti Alto,Maruti,Alto,15,110000.0,Individual,Petrol,Manual,19.7,796.0,46.3,5,115000.0,1.0454450414087144,Old,Average,0,0,0
8577,Hyundai i10,Hyundai,i10,9,70000.0,Dealer,Petrol,Manual,20.36,1197.0,78.9,5,250000.0,3.5713775517492605,Mature,Good,0,0,0
8578,Hyundai i20,Hyundai,i20,7,15700.0,Individual,Petrol,Manual,18.6,1197.0,81.83,5,550000.0,35.02961594802879,Recent,Average,0,0,0
8579,Hyundai i10,Hyundai,i10,13,73000.0,Dealer,Petrol,Manual,19.81,1086.0,68.05,5,180000.0,2.4657196476760594,Old,Average,0,0,0
8581,Hyundai i20,Hyundai,i20,3,29000.0,Individual,Petrol,Manual,18.6,1197.0,81.83,5,530000.0,18.275231888555567,New,Average,0,0,0
8582,Hyundai Grand,Hyundai,Grand,2,9000.0,Individual,Diesel,Manual,24.0,1186.0,73.97,5,650000.0,72.21419842239752,New,Good,0,0,1
8583,Maruti Swift Dzire,Maruti,Swift Dzire,6,59000.0,Dealer,Petrol,Manual,20.85,1197.0,83.14,5,650000.0,11.016762427755461,Recent,Good,0,0,0
8584,Maruti Swift,Maruti,Swift,4,64000.0,Individual,Diesel,Manual,28.4,1248.0,74.0,5,580000.0,9.06235840064999,Recent,Excellent,0,0,1
8585,Maruti Alto,Maruti,Alto,13,97000.0,Dealer,Petrol,Manual,19.7,796.0,46.3,5,175000.0,1.8041051123184297,Old,Average,0,0,0
8586,Maruti Swift Dzire,Maruti,Swift Dzire,3,35000.0,Individual,Diesel,Manual,28.4,1248.0,74.02,5,730000.0,20.856546955801264,New,Excellent,0,0,1
8587,Maruti Wagon R,Maruti,Wagon R,6,37203.0,Dealer,Petrol,Automatic,20.51,998.0,67.04,5,375000.0,10.079561337490592,Recent,Good,0,0,0
8589,Hyundai i10,Hyundai,i10,8,72000.0,Dealer,Petrol,Manual,20.36,1197.0,78.9,5,315000.0,4.374939236955043,Mature,Good,0,0,0
8592,Honda Amaze,Honda,Amaze,5,61198.0,Dealer,Diesel,Manual,25.8,1498.0,98.6,5,666000.0,10.88253076030654,Recent,Excellent,0,0,1
8593,Maruti Swift Dzire,Maruti,Swift Dzire,11,130000.0,Dealer,Diesel,Manual,23.4,1248.0,74.0,5,255000.0,1.9615233728971315,Mature,Good,0,0,1
8594,Hyundai Verna,Hyundai,Verna,9,130000.0,Individual,Diesel,Manual,22.32,1582.0,126.32,5,400000.0,3.0768994084660886,Mature,Good,0,1,0
8595,Skoda Superb,Skoda,Superb,2,8500.0,Dealer,Diesel,Automatic,18.19,1968.0,174.5,5,1485000.0,174.68533113751323,New,Average,0,1,0
8596,Mahindra XUV500,Mahindra,XUV500,6,75000.0,Individual,Diesel,Manual,16.0,2159.5,140.0,7,850000.0,11.33318222423701,Recent,Average,0,1,0
8597,Hyundai i20,Hyundai,i20,3,18800.0,Individual,Diesel,Manual,22.54,1396.0,88.73,5,790000.0,42.0190415403436,New,Good,0,0,0
8598,Hyundai Creta,Hyundai,Creta,6,130000.0,Individual,Diesel,Manual,19.67,1582.0,126.2,5,900000.0,6.9230236690487,Recent,Average,0,1,0
8599,Maruti Alto,Maruti,Alto,5,42540.0,Dealer,Petrol,Manual,22.74,796.0,47.3,5,290000.0,6.816953057050845,Recent,Good,0,0,1
8600,Hyundai Grand,Hyundai,Grand,4,12784.0,Dealer,Petrol,Automatic,18.9,1197.0,81.86,5,610000.0,47.71216269065311,Recent,Average,0,0,0
8601,Honda WR-V,Honda,WR-V,2,50000.0,Individual,Diesel,Manual,25.5,1498.0,98.6,5,950000.0,18.999620007599848,New,Excellent,0,0,1
8603,Maruti Wagon R,Maruti,Wagon R,9,50000.0,Individual,Petrol,Manual,18.9,998.0,67.1,5,280000.0,5.599888002239955,Mature,Average,0,0,0
8604,Volkswagen Polo,Volkswagen,Polo,3,22003.0,Dealer,Petrol,Manual,16.47,1198.0,74.0,5,650000.0,29.540083621159788,New,Average,0,0,0
8605,Toyota Fortuner,Toyota,Fortuner,8,108321.0,Dealer,Diesel,Automatic,12.55,2159.5,168.5,7,1485000.0,13.709126493233137,Mature,Low,0,1,0
8606,Mercedes-Benz E-Class,Mercedes-Benz,E-Class,14,77000.0,Dealer,Diesel,Automatic,11.0,2159.5,182.25,5,750000.0,9.740133245022792,Old,Low,1,1,0
8607,Hyundai Grand,Hyundai,Grand,5,22000.0,Dealer,Diesel,Manual,24.0,1120.0,70.0,5,625000.0,28.40779964547066,Recent,Good,0,0,1
8609,Honda Jazz,Honda,Jazz,6,90000.0,Individual,Diesel,Manual,27.3,1498.0,98.6,5,600000.0,6.666592593415629,Recent,Excellent,0,0,1
8610,Honda City,Honda,City,12,72555.0,Dealer,Petrol,Manual,17.0,1497.0,118.0,5,395000.0,5.444070786702685,Mature,Average,0,1,0
8611,Honda Jazz,Honda,Jazz,5,42000.0,Dealer,Petrol,Automatic,17.1,1199.0,88.51,5,660000.0,15.713911573533963,Recent,Average,0,0,0
8613,Maruti Swift,Maruti,Swift,4,59000.0,Dealer,Diesel,Manual,28.4,1248.0,74.0,5,700000.0,11.864205691428959,Recent,Excellent,0,0,1
8614,Ford Figo,Ford,Figo,5,28000.0,Individual,Petrol,Automatic,17.01,1499.0,110.4,5,590000.0,21.070676047284024,Recent,Average,0,0,0
8615,Skoda Superb,Skoda,Superb,10,80000.0,Individual,Petrol,Automatic,9.3,2159.5,182.25,5,470000.0,5.874926563417957,Mature,Low,0,1,0
8616,Honda WR-V,Honda,WR-V,4,48000.0,Dealer,Diesel,Manual,23.7,1498.0,97.89,5,785000.0,16.353825961959124,Recent,Good,0,0,1
8617,Maruti Alto,Maruti,Alto,8,90000.0,Individual,Petrol,Manual,22.74,796.0,47.3,5,200000.0,2.222197531138543,Mature,Good,0,0,1
8618,Maruti Wagon R,Maruti,Wagon R,7,68000.0,Dealer,Petrol,Manual,21.79,998.0,67.05,5,311000.0,4.573462154968309,Recent,Good,0,0,0
8620,Mahindra Bolero,Mahindra,Bolero,4,73000.0,Individual,Diesel,Manual,15.96,2159.5,62.1,7,775000.0,10.616292927494143,Recent,Average,0,0,0
8621,Maruti Ciaz,Maruti,Ciaz,5,110000.0,Individual,Diesel,Manual,28.09,1248.0,88.5,5,550000.0,4.999954545867765,Recent,Excellent,0,0,1
8622,Renault Duster,Renault,Duster,7,85000.0,Dealer,Diesel,Manual,19.01,1461.0,108.45,5,575000.0,6.764626298514135,Recent,Average,0,0,0
8623,Honda City,Honda,City,4,70000.0,Dealer,Diesel,Manual,25.6,1498.0,97.9,5,875000.0,12.499821431122413,Recent,Excellent,0,0,1
8624,Toyota Innova,Toyota,Innova,5,118321.0,Dealer,Diesel,Manual,13.68,2159.5,147.8,7,1485000.0,12.550497794154934,Recent,Low,0,1,0
8625,Hyundai i20,Hyundai,i20,3,10000.0,Individual,Diesel,Manual,22.54,1396.0,88.73,5,730000.0,72.99270072992701,New,Good,0,0,0
8626,Datsun GO,Datsun,GO,6,73000.0,Dealer,Petrol,Manual,20.63,1198.0,67.0,5,350000.0,4.794454870481227,Recent,Good,0,0,0
8627,Maruti Ertiga,Maruti,Ertiga,8,129500.0,Individual,Diesel,Manual,20.77,1248.0,88.8,7,500000.0,3.8609740465324593,Mature,Good,0,0,0
8628,Maruti Baleno,Maruti,Baleno,3,50000.0,Individual,Diesel,Manual,27.39,1248.0,74.0,5,660000.0,13.199736005279894,New,Excellent,0,0,1
8629,Hyundai i20,Hyundai,i20,3,21000.0,Dealer,Petrol,Manual,18.6,1197.0,81.83,5,770000.0,36.66492071806105,New,Average,0,0,0
8630,Skoda Octavia,Skoda,Octavia,7,126000.0,Dealer,Diesel,Automatic,19.3,1968.0,141.0,5,1150000.0,9.126911691177055,Recent,Average,0,1,0
8633,Maruti Wagon R,Maruti,Wagon R,6,50000.0,Individual,Petrol,Manual,20.51,998.0,67.04,5,350000.0,6.999860002799944,Recent,Good,0,0,0
8634,Hyundai Grand,Hyundai,Grand,6,19600.0,Dealer,Petrol,Automatic,18.9,1197.0,82.0,5,525000.0,26.78434773736034,Recent,Average,0,0,0
8635,Hyundai Grand,Hyundai,Grand,6,53100.0,Dealer,Petrol,Manual,18.9,1197.0,82.0,5,420000.0,7.909455565808553,Recent,Average,0,0,0
8636,Toyota Fortuner,Toyota,Fortuner,10,130000.0,Dealer,Diesel,Manual,11.5,2159.5,171.0,7,1195000.0,9.19223698279244,Mature,Low,0,1,0
8638,Ford Figo,Ford,Figo,5,40000.0,Individual,Petrol,Manual,18.16,1196.0,86.8,5,400000.0,9.999750006249844,Recent,Average,0,0,0
8639,Maruti Alto,Maruti,Alto,6,42000.0,Individual,Petrol,Manual,23.95,998.0,67.05,5,300000.0,7.142687078879074,Recent,Good,0,0,1
8640,Hyundai Venue,Hyundai,Venue,2,10000.0,Individual,Petrol,Automatic,18.15,998.0,118.35,5,1100000.0,109.98900109989002,New,Average,0,1,0
8641,Mahindra Bolero,Mahindra,Bolero,4,57000.0,Individual,Diesel,Manual,16.5,1493.0,70.0,7,718000.0,12.596270240872967,Recent,Average,0,0,0
8642,Tata Safari,Tata,Safari,10,80000.0,Individual,Diesel,Manual,13.93,2159.5,138.0,7,300000.0,3.74995312558593,Mature,Low,0,1,0
8643,Hyundai Verna,Hyundai,Verna,11,70000.0,Dealer,Petrol,Manual,16.2,1599.0,103.2,5,375000.0,5.357066327623891,Mature,Average,0,0,0
8644,Honda City,Honda,City,6,78000.0,Dealer,Diesel,Manual,26.0,1498.0,98.6,5,650000.0,8.333226497096192,Recent,Excellent,0,0,1
8645,Hyundai Verna,Hyundai,Verna,9,46500.0,Dealer,Diesel,Manual,22.32,1582.0,126.32,5,650000.0,13.97819401733296,Mature,Good,0,1,0
8646,Maruti Alto,Maruti,Alto,9,70450.0,Dealer,Petrol,Manual,23.95,998.0,67.05,5,289000.0,4.102141914238265,Mature,Good,0,0,1
